"group_key","anchor","tables","k","items_total","items_min","n_min","n_max","same_n","cells_est","eligible","score"
"doi:10.1177/10731911251319933","act_kay_2025","act_kay_2025|bcti21_kay_2025|spq_kay_2025|den_kay_2025|nfc_kay_2025|cmq_kay_2025|gcb5_2025|cf_kay_2025|agn_kay_2025|pds_kay_2025|gmc_kay_2025|onecm_kay_2025",12,88,1,492,492,TRUE,43296,TRUE,14.1052984361007
"doi:10.1371/journal.pone.0300657","alsyouf_2024_social_influence","alsyouf_2024_social_influence|alsyouf_2024_management_support|alsyouf_2024_facilitating_conditions|alsyouf_2024_conscientiousness|alsyouf_2024_end_user_support|alsyouf_2024_effort_expectancy|alsyouf_2024_agreeableness|alsyouf_2024_neuroticism|alsyouf_2024_extraversion|alsyouf_2024_openness|alsyouf_2024_continuance_intention|alsyouf_2024_performance_expectancy",12,98,4,472,472,TRUE,46256,TRUE,14.0206086653008
"doi:data doi: 10.6084/m9.figshare.26820745.v4","jeilani_2024_academic_stress","jeilani_2024_academic_stress|jeilani_2024_personal_growth|jeilani_2024_psychological_wellbeing|jeilani_2024_proactivity|jeilani_2024_social_support_family|jeilani_2024_self_efficacy|jeilani_2024_social_anxiety|jeilani_2024_social_outcomes|jeilani_2024_social_support|jeilani_2024_emotional|jeilani_2024_purpose_in_life",11,37,2,663,663,TRUE,24531,TRUE,13.5748468617381
"bib:@misc{Survey_of_Political_Culture_ECP_2023,
  title = {Survey of Political Culture - ECP - 2023},
  url = {https://microdatos.dane.gov.co/index.php/catalog/822/get-microdata},
  note = {Accessed: 2023}
}","colombia_2023_politics_media","colombia_2023_politics_media|colombia_2023_politics_protection|colombia_2023_politics_prevention|colombia_2023_politics_spaces|colombia_2023_politics_risks|colombia_2023_politics_procedures|colombia_2023_politics_meaning|colombia_2023_politics_organizations",8,73,6,46392,46392,TRUE,3386616,TRUE,12.1797764290735
"doi:10.6084/m9.figshare.28768874.v1","okeke2025_decision_confidence_pre","okeke2025_decision_confidence_pre|okeke2025_decision_accuracy|okeke2025_adaptability|okeke2025_cognitive_agility_post|okeke2025_risk_mitigation|okeke2025_ai_usefulness_pre|okeke2025_ai_usefulness_post|okeke2025_cognitive_agility_pre|okeke2025_decision_confidence_post|okeke2025_response_time",10,32,3,200,200,TRUE,6400,TRUE,12.0876966623306
"bib:@misc{Encuesta_TIC,
  title = {Encuesta de Usos de las Tecnologías de la Información y las Comunicaciones},
  howpublished = {\url{https://www4.ine.gub.uy/Anda5/index.php/catalog/736/get-microdata}},
  note = {Accessed: 2023-10-01}
}","uruguay_2022_technology_devices","uruguay_2022_technology_devices|uruguay_2022_technology_govperception|uruguay_2022_technology_transactions|uruguay_2022_technology_entertainment|uruguay_2022_technology_safety|uruguay_2022_technology_barriers|uruguay_2022_technology_ownership|uruguay_2022_technology_information|uruguay_2022_technology_streaming",9,80,3,2562,2562,TRUE,204960,TRUE,11.8752457920753
"doi:10.1371/journal.pone.0318449","singh_2025_identity_gi","singh_2025_identity_gi|singh_2025_identity_pba|singh_2025_identity_irs|singh_2025_identity_grit|singh_2025_identity_pia|singh_2025_identity_pss|singh_2025_identity_pit|singh_2025_identity_pds|singh_2025_identity_cse",9,76,4,1470,1470,TRUE,111720,TRUE,11.6606506680815
"doi:10.31219/osf.io/3vd9f_v1","suicide_reinbergs_2025_stosa","suicide_reinbergs_2025_stosa|suicide_reinbergs_2025_ghsq|suicide_reinbergs_2025_gad|suicide_reinbergs_2025_mpfi|suicide_reinbergs_2025_soss|suicide_reinbergs_2025_stig|suicide_reinbergs_2025_sbqr|suicide_reinbergs_2025_dssm|suicide_reinbergs_2025_phq",9,68,2,1258,1258,TRUE,85544,TRUE,11.6463473077759
"doi:10.3389/fpsyg.2020.590276","pellerin2020_cpc_selfefficacy","pellerin2020_cpc_selfefficacy|pellerin2020_mwbs_gratbeing|pellerin2020_gq6|pellerin2020_mwbs_pd|pellerin2020_serenity_acceptance|pellerin2020_asti|pellerin2020_cpc_hope|pellerin2020_3dws|pellerin2020_cpc_optimism",9,53,3,674,674,TRUE,35722,TRUE,11.475326563202
"bib:@misc{bidat_dataset_2023,
  title = {Dataset from BiDAT},
  url = {https://bidat.gob.cl/details/ficha/dataset/f80237f5-9231-40d1-a1f1-ed93751dc2ac},
  year = {2023},
  note = {Accessed: 2023-10-01}
}","chile_2023_social-welfare-survey_a","chile_2023_social-welfare-survey_a|chile_2023_social-welfare-survey_u|chile_2023_social-welfare-survey_ss|chile_2023_social-welfare-survey_h|chile_2023_social-welfare-survey_oo|chile_2023_social-welfare-survey_yy|chile_2023_social-welfare-survey_ee|chile_2023_social-welfare-survey_vv",8,114,5,11234,11234,TRUE,1280676,TRUE,11.2905344195401
"doi:10.1371/journal.pone.0327359","qiang_2025_workplace_friendship","qiang_2025_workplace_friendship|qiang_2025_coping|qiang_2025_red_tape|qiang_2025_job_dissatisfaction|qiang_2025_abusive_supervision|qiang_2025_ne_scale|qiang_2025_job_performance|qiang_2025_surface_acting",8,38,3,396,396,TRUE,15048,TRUE,10.3443618525922
"doi:10.1111/cdev.14263","heise_2024_mental_falsebel","heise_2024_mental_falsebel|heise_2024_mental_vpt|heise_2024_mental_truebel|heise_2024_mental_falsesign|heise_2024_mental_knowexpert|heise_2024_mental_divdesires|heise_2024_mental_divbeliefs|heise_2024_mental_knowaccess",8,74,6,206,206,TRUE,15244,TRUE,9.82053388703582
"doi:10.1371/journal.pone.0229354","jablonska_2020_upward_comparison","jablonska_2020_upward_comparison|jablonska_2020_downward_comparison|jablonska_2020_rses|jablonska_2020_hads|jablonska_2020_profile_grooming|jablonska_2020_swls|jablonska_2020_instagram_addiction",7,54,3,974,974,TRUE,52596,TRUE,9.62855895687862
"doi:https://doi.org/10.7910/DVN/ZDNSFJ","feng2026_behavioral_intention","feng2026_behavioral_intention|feng2026_perceived_ease_of_use|feng2026_competence|feng2026_ec|feng2026_intrinsic_motivation|feng2026_autonomy|feng2026_perceived_usefulness",7,28,3,587,587,TRUE,16436,TRUE,9.58197143458095
"doi:10.1371/journal.pone.0149202","ghanbari_2016_helma_understand","ghanbari_2016_helma_understand|ghanbari_2016_helma_access|ghanbari_2016_helma_use|ghanbari_2016_helma_appraise|ghanbari_2016_helma_comm|ghanbari_2016_helma_reading|ghanbari_2016_helma_numeracy",7,47,3,582,582,TRUE,27354,TRUE,9.45158965131656
"doi:10.1371/journal.pone.0346696","zeng_2026_gai_exploitation","zeng_2026_gai_exploitation|zeng_2026_gai_ttf|zeng_2026_gai_inst_support|zeng_2026_gai_role_adapt|zeng_2026_gai_self_efficacy|zeng_2026_gai_learning_effect|zeng_2026_gai_exploration",7,35,5,207,207,TRUE,7245,TRUE,9.08263701212359
"doi:10.1371/journal.pone.0237710","afaya_2020_medication_knowledge","afaya_2020_medication_knowledge|afaya_2020_general_knowledge|afaya_2020_monitoring_knowledge|afaya_2020_complications_knowledge|afaya_2020_diet_knowledge|afaya_2020_exercise_knowledge|afaya_2020_footcare_knowledge",7,66,4,330,330,TRUE,21780,TRUE,9.07851393987789
"doi:10.1371/journal.pone.0152892","lorenz_2016_resilience","lorenz_2016_resilience|lorenz_2016_optimism2|lorenz_2016_hope|lorenz_2016_efficacy1|lorenz_2016_optimism1|lorenz_2016_psycap|lorenz_2016_efficacy2",7,76,5,321,321,TRUE,24396,TRUE,8.99983836573821
"doi:10.1371/journal.pone.0169375","liu_2017_mcmq_coping","liu_2017_mcmq_coping|liu_2017_communication|liu_2017_scale_d|liu_2017_scale_o|liu_2017_ssrs_support|liu_2017_qol|liu_2017_benefit_finding",7,95,3,350,350,TRUE,33250,TRUE,8.91073471101694
"doi:10.1038/s41598-026-37436-8","chakraborty2026_IWAH_IRW","chakraborty2026_IWAH_IRW|chakraborty2026_SELOS_IRW|chakraborty2026_BIDR_IRW|chakraborty2026_BES_IRW|chakraborty2026_BSPWBA_IRW|chakraborty2026_PTM_IRW|chakraborty2026_IRI_IRW",7,140,8,634,634,TRUE,88760,TRUE,8.8687559245484
"doi:10.21203/rs.3.rs-9429022/v1","2024_online_addiction_igds","2024_online_addiction_igds|2024_online_addiction_sabas|2024_online_addiction_bsmas|ma2026_sabas|ma2026_bsmas|ma2026_igds",6,42,6,1108,1108,TRUE,46536,TRUE,8.76453976039241
"doi:10.1371/journal.pone.0318101","shu_2025_translation_mcpis","shu_2025_translation_mcpis|shu_2025_translation_pcd|shu_2025_translation_eib|shu_2025_translation_add|shu_2025_translation_pgv|shu_2025_translation_srt",6,45,3,1054,1054,TRUE,47430,TRUE,8.72284061087653
"doi:10.1002/pits.23591","anunciacao_2025_emotional_responsibility","anunciacao_2025_emotional_responsibility|anunciacao_2025_emotional_self-awareness|anunciacao_2025_emotional_social-awareness|anunciacao_2025_emotional_management|anunciacao_2025_emotional_relationships",5,39,4,8100,8100,TRUE,315900,TRUE,8.64848501887865
"doi:10.1371/journal.pone.0299971","nam_2024_function","nam_2024_function|nam_2024_selfeff|nam_2024_selfcare|nam_2024_access|nam_2024_medint|nam_2024_khlat|nam_2024_attitude",7,122,6,214,214,TRUE,26108,TRUE,8.51708044001586
"doi:10.1371/journal.pone.0217758","lunacortes_2019_social_value","lunacortes_2019_social_value|lunacortes_2019_interperson_conn|lunacortes_2019_satisfaction|lunacortes_2019_isnbi|lunacortes_2019_isncc|lunacortes_2019_self_congruity",6,21,3,444,444,TRUE,9324,TRUE,8.50738297011462
"doi:10.1159/000546101","dwyer_2025_genomics_os","dwyer_2025_genomics_os|dwyer_2025_genomics_pb|dwyer_2025_genomics_gec|dwyer_2025_genomics_sjc|dwyer_2025_genomics_ec|dwyer_2025_genomics_pc",6,43,4,486,486,TRUE,20898,TRUE,8.39996960259563
"bib:@misc{Survey_of_Political_Culture_ECP_2023,
  title = {Survey of Political Culture - ECP - 2023},
  howpublished = {\url{https://microdatos.dane.gov.co/index.php/catalog/822/get-microdata}},
  note = {Accessed: 2023-10-01}
}","colombia_2023_politics_candidates","colombia_2023_politics_candidates|colombia_2023_politics_importance|colombia_2023_politics_channels|colombia_2023_politics_rights",4,45,6,46392,46392,TRUE,2087640,TRUE,8.36644309574016
"doi:10.1371/journal.pone.0240103","shan_2020_pd","shan_2020_pd|shan_2020_ph|shan_2020_hs|shan_2020_f|shan_2020_cs|shan_2020_g",6,26,2,202,202,TRUE,5252,TRUE,8.13201803611329
"bib:@misc{EncuestaTIC,
  title = {Encuesta de Usos de las Tecnologías de la Información y las Comunicaciones},
  howpublished = {\url{https://www4.ine.gub.uy/Anda5/index.php/catalog/736/get-microdata}},
  note = {Accessed: 2023-10-01}
}","uruguay_2022_technology_access","uruguay_2022_technology_access|uruguay_2022_technology_places|uruguay_2022_technology_work|uruguay_2022_technology_communication|uruguay_2022_technology_govservices",5,45,7,2562,2562,TRUE,115290,TRUE,8.10857912540867
"doi:10.3389/fpsyt.2022.827519","wang2022_iat","wang2022_iat|wang2022_dass_stress|wang2022_fomo|wang2022_igas|wang2022_dass_depression|wang2022_dass_anxiety",6,61,7,324,324,TRUE,19764,TRUE,8.10387834353995
"doi:10.5334/jopd.124","much_tte_2025_matrixreasoning","much_tte_2025_matrixreasoning|much_tte_2025_concentrationtask|much_tte_2025_actionorientation|much_tte_2025_effort|much_tte_2025_currentmotivation",5,49,3,1244,1244,TRUE,60956,TRUE,7.76815371368813
"doi:10.1371/journal.pone.0248591","tuason_2021_wellbeing","tuason_2021_wellbeing|tuason_2021_sense_of_agency|tuason_2021_covid_coping_enjoy|tuason_2021_loneliness_social|tuason_2021_loneliness_emotional",5,43,3,938,938,TRUE,40334,TRUE,7.6855361717124
"doi:10.17605/OSF.IO/9J6HM","test_taking_much_2025_ct","test_taking_much_2025_ct|test_taking_much_2025_ef|test_taking_much_2025_mr|test_taking_much_2025_ao|test_taking_much_2025_cm",5,67,9,1244,1244,TRUE,83348,TRUE,7.64815371368813
"doi:data doi: 10.6084/m9.figshare.30397234.v1","hao_2025_self_efficacy","hao_2025_self_efficacy|hao_2025_foreign_language_anxiety|hao_2025_emotional_regulation|hao_2025_metacognitive_regulation|hao_2025_social_regulation",5,33,4,650,650,TRUE,21450,TRUE,7.59291335664286
"doi:10.6084/m9.figshare.32090683.v1","che_2026_regulatory_self_efficacy","che_2026_regulatory_self_efficacy|che_2026_upward_social_comparison|che_2026_social_support|che_2026_upward_social_identity|che_2026_social_wellbeing",5,55,3,897,897,TRUE,49335,TRUE,7.58612577637743
"doi:10.1371/journal.pone.0271374","hoorani_2022_sp","hoorani_2022_sp|hoorani_2022_epreas|hoorani_2022_child_help|hoorani_2022_ps|hoorani_2022_nps",5,22,4,535,535,TRUE,11770,TRUE,7.58168711535456
"doi:10.1016/j.paid.2025.113343","lec5_xiong_2025","lec5_xiong_2025|phq9_xiong_2025|ders16_xiong_2025|pcl5_xiong_2025",4,62,9,9506,9506,TRUE,589372,TRUE,7.56466447662541
"doi:10.1371/journal.pone.0346229","wang_2026_perceived_usefulness","wang_2026_perceived_usefulness|wang_2026_attitude|wang_2026_technology_anxiety|wang_2026_behavioral_intention|wang_2026_teaching_presence",5,22,3,500,500,TRUE,11000,TRUE,7.55230333766935
"doi:10.6084/m9.figshare.30195541.v1","merlo2025_eng_emotional","merlo2025_eng_emotional|merlo2025_eng_agentic|merlo2025_eng_cognitive|merlo2025_eng_comprehensive|merlo2025_eet",5,72,9,1065,1065,TRUE,76680,TRUE,7.54734960777476
"doi:10.6084/m9.figshare.28737626","gao2025_spiritual_wellbeing","gao2025_spiritual_wellbeing|gao2025_family_support|gao2025_sse|gao2025_attachment_avoidance|gao2025_attachment_anxiety",5,31,3,459,459,TRUE,14229,TRUE,7.45514601887059
"doi:10.7910/dvn/atlxc5","xu2024_noncompliance","xu2024_noncompliance|xu2024_turnover_intent|xu2024_self_efficacy|xu2024_emotional_exhaust|xu2024_unethical_behav",5,27,4,414,414,TRUE,11178,TRUE,7.4370003411209
"doi:10.1371/journal.pone.0266711","avilatamayo_2022_skills_dev","avilatamayo_2022_skills_dev|avilatamayo_2022_work_life|avilatamayo_2022_empl_stab|avilatamayo_2022_work_envir|avilatamayo_2022_workf_div",5,31,5,433,433,TRUE,13423,TRUE,7.4298212296867
"doi:10.1371/journal.pone.0320053","thanh_2025_green_knowledge","thanh_2025_green_knowledge|thanh_2025_perceived_control|thanh_2025_green_behavior|thanh_2025_attitude|thanh_2025_environ_concern",5,30,5,407,407,TRUE,12210,TRUE,7.40959440922522
"doi:10.1371/journal.pone.0171288","rahm_2017_panas","rahm_2017_panas|rahm_2017_spane|rahm_2017_swls|rahm_2017_hswbs|rahm_2017_shs",5,47,4,498,498,TRUE,23406,TRUE,7.38389600942638
"doi:10.31219/osf.io/vq3ty","HEARD_Roch_2022_SWLPWI","HEARD_Roch_2022_SWLPWI|HEARD_Roch_2022_COPE|HEARD_Roch_2022_IDSS|HEARD_Roch_2022_K6|HEARD_Roch_2022_WHODAS",5,62,6,600,600,TRUE,37200,TRUE,7.36481791705031
"doi:10.1371/journal.pone.0322200","zhang_2025_self_efficacy","zhang_2025_self_efficacy|zhang_2025_normative_pressure|zhang_2025_coercive_pressure|zhang_2025_green_supply_intent|zhang_2025_environ_awareness",5,23,4,292,292,TRUE,6716,TRUE,7.31204951811509
"doi:10.3389/fpsyg.2021.720601","BSCS_fadplus_goto2021","BSCS_fadplus_goto2021|LOC_fadplus_goto2021|Rosenberg_fadplus_goto2021|FAD_fadplus_goto2021|GBJW_fadplus_goto2021",5,91,7,802,802,TRUE,72982,TRUE,7.2975077016175
"doi:10.6084/m9.figshare.14870235.v1","kern_2021_happiness","kern_2021_happiness|kern_2021_engagement|kern_2021_learning|kern_2021_life_satisfaction|kern_2021_connectedness",5,37,3,350,350,TRUE,12950,TRUE,7.29740137768361
"doi:10.1371/journal.pone.0323879","ngo_2025_green_purchase_behavior","ngo_2025_green_purchase_behavior|ngo_2025_green_attitude|ngo_2025_green_pbc|ngo_2025_green_subjective_norm|ngo_2025_green_purchase_intention",5,20,4,237,237,TRUE,4740,TRUE,7.24141501267677
"doi:10.1371/journal.pone.0353067","ozkurt_2026_sport_motivation","ozkurt_2026_sport_motivation|ozkurt_2026_basic_psych_needs|ozkurt_2026_ego_orientation|ozkurt_2026_continuance_intention|ozkurt_2026_paces_enjoyment",5,54,6,374,374,TRUE,20196,TRUE,7.21287160220048
"doi:10.1371/journal.pone.0267175","dopmeijer_2022_ubos","dopmeijer_2022_ubos|dopmeijer_2022_loneliness|dopmeijer_2022_performance_pressure|dopmeijer_2022_sense_belonging",4,44,6,3141,3141,TRUE,138204,TRUE,7.20373460306517
"doi:10.17605/OSF.IO/6V5QB","assessment_time_fournier_2025_bscs","assessment_time_fournier_2025_bscs|assessment_time_fournier_2025_phq|assessment_time_fournier_2025_pmpuq|assessment_time_fournier_2025_gad|assessment_time_fournier_2025_upps",5,64,7,398,398,TRUE,25472,TRUE,7.17321640540702
"doi:10.1371/journal.pone.0260616","luo_2021_host_ties","luo_2021_host_ties|luo_2021_intl_ties|luo_2021_conational_ties|luo_2021_acculturation_index|luo_2021_ecr",5,34,4,229,229,TRUE,7786,TRUE,7.13316881567322
"doi:10.1371/journal.pone.0298880","dvivdtws_ppmial_marcatto_2023_ocs","dvivdtws_ppmial_marcatto_2023_ocs|dvivdtws_ppmial_marcatto_2023_dtw|dvivdtws_ppmial_marcatto_2023_ocb|dvivdtws_ppmial_marcatto_2023_cwb|dvivdtws_ppmial_marcatto_2023_snaq",5,110,22,553,553,TRUE,60830,TRUE,7.00939179797137
"doi:10.1371/journal.pone.0194559","liu_2018_panas","liu_2018_panas|liu_2018_gse|liu_2018_swls|liu_2018_lot_r|liu_2018_shyness",5,58,5,208,208,TRUE,12064,TRUE,6.9313966682961
"doi:data doi: 10.7910/dvn/edevgy","galindo_2023_emotional_intelligence","galindo_2023_emotional_intelligence|galindo_2023_beliefs|galindo_2023_social_support|galindo_2023_loneliness",4,32,3,951,951,TRUE,30432,TRUE,6.76484718360408
"doi:10.1371/journal.pone.0304428","cormier_2024_phq4","cormier_2024_phq4|cormier_2024_pss4|cormier_2024_personality|cormier_2024_cognitive_decline",4,30,4,898,898,TRUE,26940,TRUE,6.7532763366673
"doi:10.6084/m9.figshare.30093970","chen2025_activity_motivation","chen2025_activity_motivation|chen2025_body_image|chen2025_peer_support|chen2025_self_esteem",4,53,5,1100,1100,TRUE,58300,TRUE,6.68805935182489
"doi:10.1371/journal.pone.0319700","wang_onlineriskexp_2025_negativeatt","wang_onlineriskexp_2025_negativeatt|wang_onlineriskexp_2025|wang_onlineriskexp_2025_anxiety|wang_onlineriskexp_2025_interpersonalsecurity",4,46,5,986,986,TRUE,45356,TRUE,6.68721024827454
"doi:10.17605/OSF.IO/8XUHR","FIVPEI_Perrig_2023_AttDiff","FIVPEI_Perrig_2023_AttDiff|FIVPEI_Perrig_2023_PENS|FIVPEI_Perrig_2023_PXI|FIVPEI_Perrig_2023_IMI",4,82,7,1551,1551,TRUE,127182,TRUE,6.64394513114694
"doi:10.1371/journal.pone.0351750","sun_2026_eap_content","sun_2026_eap_content|sun_2026_eap_difficulty|sun_2026_eap_methods|sun_2026_eap_usage",4,34,5,650,650,TRUE,22100,TRUE,6.58624668997619
"bib:@misc{noauthor_undated,
  title = {Dataset from BIDAT},
  url = {https://bidat.gob.cl/details/ficha/dataset/f80237f5-9231-40d1-a1f1-ed93751dc2ac},
  note = {Accessed: 2023-10-01}
}","chile_2023_social-welfare-survey_rr","chile_2023_social-welfare-survey_rr|chile_2023_social-welfare-survey_f|chile_2023_social-welfare-survey_g",3,70,13,11234,11234,TRUE,786380,TRUE,6.58386775287346
"doi:10.1371/journal.pone.0264722","pavic_2022_natural_immunity","pavic_2022_natural_immunity|pavic_2022_science_literacy|pavic_2022_healthcare_trust|pavic_2022_vaccine_conspiracy",4,33,3,577,577,TRUE,19041,TRUE,6.54117581315573
"doi:10.1371/journal.pone.0350928","yang_2026_rrs","yang_2026_rrs|yang_2026_pars3|yang_2026_stress_response|yang_2026_erq",4,71,3,1033,1033,TRUE,73343,TRUE,6.54076698818629
"doi:10.1371/journal.pone.0328226","liu_2025_foreign_lang_enjoyment","liu_2025_foreign_lang_enjoyment|liu_2025_classroom_interaction|liu_2025_speaking_selfefficacy|liu_2025_willingness_communicate",4,44,9,623,623,TRUE,27412,TRUE,6.50115471332584
"doi:10.1371/journal.pone.0312597","wu_2024_video_addiction","wu_2024_video_addiction|wu_2024_resilience|wu_2024_self_control|wu_2024_proactive_personality",4,38,6,560,560,TRUE,21280,TRUE,6.49485469367287
"doi:10.1371/journal.pone.0240667","jordan_2020_burnout","jordan_2020_burnout|jordan_2020_pss10|jordan_2020_mindfulness|jordan_2020_resilience",4,38,6,539,539,TRUE,20482,TRUE,6.47825543185341
"doi:10.6084/m9.figshare.21988799","baka2023_uwes","baka2023_uwes|baka2023_olbi|baka2023_bpnsf|baka2023_jcs",4,70,8,839,839,TRUE,58730,TRUE,6.45709529416203
"doi:10.1098/rsos.211998","bps_boredom_bieleke2022","bps_boredom_bieleke2022|bae_boredom_bieleke2022|ada_boredom_bieleke2022|beh_boredom_bieleke2022",4,54,8,636,636,TRUE,34344,TRUE,6.44345711564841
"doi:10.1371/journal.pone.0325835","ye_2025_q25_scale","ye_2025_q25_scale|ye_2025_q32_scale|ye_2025_q15_scale",3,32,9,4513,4513,TRUE,144416,TRUE,6.44113200018681
"doi:10.1027/1015-5759/a000825","crspolish_wiesyk_2024_p_stress","crspolish_wiesyk_2024_p_stress|crspolish_wiesyk_2024_lie|crspolish_wiesyk_2024_crs|crspolish_wiesyk_2024_enrich",4,69,7,783,783,TRUE,54027,TRUE,6.43376176205794
"doi:10.7910/dvn/ireejj","karajko2025_ai_benefit","karajko2025_ai_benefit|karajko2025_ai_governance|karajko2025_ai_risk|karajko2025_ai_trust",4,32,6,386,386,TRUE,12352,TRUE,6.37325397133842
"doi:10.1371/journal.pone.0250878","li_2021_cultural_intelligence","li_2021_cultural_intelligence|li_2021_org_cultural_diversity|li_2021_knowledge_sharing|li_2021_sustainable_innov_behav",4,31,4,336,336,TRUE,10416,TRUE,6.31967261072318
"doi:10.1371/journal.pone.0290452","huang_2023_b_scale","huang_2023_b_scale|huang_2023_c_scale|huang_2023_d_scale|huang_2023_e_scale",4,76,9,631,631,TRUE,47956,TRUE,6.29336269257747
"doi:10.3389/feduc.2020.00015","erf_breuer_2017_frmfr","erf_breuer_2017_frmfr|erf_breuer_2017_tai|erf_breuer_2017_dosp|erf_breuer_2017_frmmc",4,74,9,433,433,TRUE,32042,TRUE,6.14315456302003
"doi:10.1371/journal.pone.0260621","pechorro_impulsivity_2021_rpq","pechorro_impulsivity_2021_rpq|pechorro_impulsivity_2021_iid|pechorro_impulsivity_2021_bes|pechorro_impulsivity_2021_ypitris",4,74,7,429,429,TRUE,31746,TRUE,6.13912395885139
"bib:@misc{Canham2018,
  author = {Canham, L and Salamh, P et al.},
  title = {Evaluation of non-cognitive traits of doctor of physical therapy learners in the United States},
  year = {2018},
  howpublished = {Harvard Dataverse},
  url = {https://doi.org/10.7910/DVN/Y75CP2},
  doi = {10.7910/DVN/Y75CP2}
}","dpt_noncog__interpersonal_reactivity","dpt_noncog__interpersonal_reactivity|dpt_noncog__intolerance_of_uncertainty|dpt_noncog__social_intelligence|dpt_noncog__psychological_flexibility",4,51,9,298,298,TRUE,15198,TRUE,6.13421626407626
"doi:10.1371/journal.pone.0333390","kim_2025_psqi","kim_2025_psqi|kim_2025_isi|kim_2025_psas|kim_2025_hads",4,51,7,286,286,TRUE,14586,TRUE,6.11636603312904
"doi:10.17605/osf.io/cwjxq","ptacek2023_compact","ptacek2023_compact|ptacek2023_swls|ptacek2023_aaq2|ptacek2023_dass21",4,56,5,299,299,TRUE,16744,TRUE,6.1023378549911
"doi:10.1371/journal.pone.0321066","jiang_2025_inclusive_efficacy","jiang_2025_inclusive_efficacy|jiang_2025_sacie|jiang_2025_empathy|jiang_2025_teaching_motivation",4,44,4,240,240,TRUE,10560,TRUE,6.08687790837827
"doi:10.1371/journal.pone.0280701","yang_2023_emotional_eating_uppsp","yang_2023_emotional_eating_uppsp|yang_2023_emotional_eating_eesr|yang_2023_emotional_eating_ders|yang_2023_emotional_eating_cesd",4,99,20,494,494,TRUE,48906,TRUE,6.03372694892365
"doi:10.1037/a0021590","psychotools_gratitude_gac","psychotools_gratitude_gac|psychotools_gratitude_gq6|psychotools_gratitude_gart",3,25,3,1405,1405,TRUE,35125,TRUE,5.98100965757443
"doi:10.1177/07342829221125843","PPPASBPNSSedaisw_Pedro_2022_EBSV","PPPASBPNSSedaisw_Pedro_2022_EBSV|PPPASBPNSSedaisw_Pedro_2022_PANAS|PPPASBPNSSedaisw_Pedro_2022_NPBE",3,41,6,1648,1648,TRUE,67568,TRUE,5.94362387402776
"doi:10.1371/journal.pone.0189543","lu_2017_pss10","lu_2017_pss10|lu_2017_phq9|lu_2017_gad7",3,26,7,1296,1296,TRUE,33696,TRUE,5.93927166820124
"doi:10.1371/journal.pone.0164630","iwasa_2016_stai_trait","iwasa_2016_stai_trait|iwasa_2016_asi|iwasa_2016_dpssr|iwasa_2016_padua_inventory",4,112,16,481,481,TRUE,53872,TRUE,5.93547840970716
"doi:10.1371/journal.pone.0243457","roelen_2020_k6","roelen_2020_k6|roelen_2020_dietary_diversity|roelen_2020_rses",3,33,6,1381,1381,TRUE,45573,TRUE,5.92019367857863
"doi:10.7910/DVN/IJE2PC","gilbert_meta_57","gilbert_meta_57|gilbert_meta_58|gilbert_meta_59",3,32,9,1154,1154,TRUE,36928,TRUE,5.84887247548638
"doi:10.1002/rrq.70048","gilbert_meta_103","gilbert_meta_103|gilbert_meta_102|gilbert_meta_104",3,74,9,1914,1914,TRUE,141636,TRUE,5.78860860010749
"doi:10.1371/journal.pone.0284335","song_2023_slwai","song_2023_slwai|song_2023_mpats|song_2023_rses",3,48,10,1238,1238,TRUE,59424,TRUE,5.7727206446841
"doi:10.1371/journal.pone.0324707","fan_2025_mbi_accomplishment","fan_2025_mbi_accomplishment|fan_2025_mbi_exhaustion|fan_2025_mbi_depersonalization",3,22,5,636,636,TRUE,13992,TRUE,5.65679044898175
"doi:10.1371/journal.pone.0346791","yoshimura_2026_es_scale","yoshimura_2026_es_scale|yoshimura_2026_isu_scale|yoshimura_2026_psych_safety",3,23,6,522,522,TRUE,12006,TRUE,5.56433716966893
"doi:10.1371/journal.pone.0331067","dou2025_ans","dou2025_ans|dou2025_area|dou2025_wcts",3,53,12,748,748,TRUE,39644,TRUE,5.52056826453113
"doi:10.1016/j.appet.2021.105790","curiosity_stone_2022_var","curiosity_stone_2022_var|curiosity_stone_2022_invol|curiosity_stone_2022_fns",3,31,8,481,481,TRUE,14911,TRUE,5.47547840970716
"doi:10.1371/journal.pone.0289123","tran_2023_phq9","tran_2023_phq9|tran_2023_gi_symptoms|tran_2023_gad7",3,27,7,400,400,TRUE,10800,TRUE,5.42205999132796
"doi:10.6084/m9.figshare.16900393.v2","rosetti2023_gad7","rosetti2023_gad7|rosetti2023_climate_knowledge|rosetti2023_climate_anxiety",3,39,7,468,468,TRUE,18252,TRUE,5.41024585307412
"doi:10.1590/0102.3772e39513.en","lhsbrasil_couto_2023_ses","lhsbrasil_couto_2023_ses|lhsbrasil_couto_2023_lhs|lhsbrasil_couto_2023_pss",3,40,10,464,464,TRUE,18560,TRUE,5.39985131388821
"doi:10.3389/fpsyg.2022.852256","chen2022b_socsupport","chen2022b_socsupport|chen2022b_psychabuse|chen2022b_selfesteem",3,36,10,417,417,TRUE,15012,TRUE,5.38013605497376
"doi:10.1371/journal.pone.0331340","yu_2025_mobile_addiction","yu_2025_mobile_addiction|yu_2025_bedtime_procrastination|yu_2025_physical_activity",3,34,3,376,376,TRUE,12784,TRUE,5.34852117826099
