"table","replicate","seed","method","pearsongamma","within_ss","wb_ratio","ch","aic_improvement","aic_improvement_trimmed","aic_status"
"assessment_time_fournier_2025_pmpuq",3,303,"Original Relationality",0.0110602107956956,63.8821874354656,1.08140685954473,26.2909231616199,855.595609201835,855.595609201835,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"Recursive Relationality",0.214493143500213,73.1205740173364,1.27787198171018,31.7406494749118,786.2051292753,786.2051292753,"ok"
"assessment_time_fournier_2025_pmpuq",3,303,"Ensemble",0.210788052361343,74.0558447671558,1.29260333316619,49.6052476320216,1104.82666212563,1104.82666212563,"ok"
"assessment_time_fournier_2025_upps",1,101,"eJaccard",0.119433537868367,34.1839029487857,1.24472693120661,48.6652952431522,312.675078059619,312.675078059619,"ok"
"assessment_time_fournier_2025_upps",1,101,"Podani",0.140960832095633,35.6604892710922,1.300500312956,54.8280623229254,261.07091944147,261.07091944147,"ok"
"assessment_time_fournier_2025_upps",1,101,"Euclidean",0.0333222165498187,26.8394868616668,1.04988449600405,15.9158715926905,142.854906120394,142.854906120394,"ok"
"assessment_time_fournier_2025_upps",1,101,"Cosine",0.233937529633517,34.6067221025999,1.34221487068612,50.4837328211726,384.963464441125,384.963464441125,"ok"
"assessment_time_fournier_2025_upps",1,101,"eDice",0.156131862694388,32.0433783628913,1.22145864461366,38.7230119683243,207.424520654402,207.424520654402,"ok"
"assessment_time_fournier_2025_upps",1,101,"Correlation",0.380426846017693,42.9364518269104,1.62873971796578,52.5367164053087,522.879673416337,522.879673416337,"ok"
"assessment_time_fournier_2025_upps",1,101,"ACE",0.130558976972508,38.699499746538,1.35503480151945,43.9097963622564,284.757732812059,284.757732812059,"ok"
"assessment_time_fournier_2025_upps",1,101,"Original Relationality",0.0991901593621531,30.3835340862353,1.16730400505225,30.0490679135918,457.884473828966,457.884473828966,"ok"
"assessment_time_fournier_2025_upps",1,101,"Recursive Relationality",0.330921811550648,39.2716589848565,1.54585424209046,67.9472580396685,501.36165066992,501.36165066992,"ok"
"assessment_time_fournier_2025_upps",1,101,"Ensemble",0.333551056203484,39.2149819126641,1.54101377117791,67.7600165888075,495.027157038205,495.027157038205,"ok"
"assessment_time_fournier_2025_upps",2,202,"eJaccard",0.119433537868367,34.1839029487857,1.24472693120661,48.6652952431522,312.675078059619,312.675078059619,"ok"
"assessment_time_fournier_2025_upps",2,202,"Podani",0.0406800415113311,36.7483435476533,1.24564105060425,59.0515527598754,396.458801117615,396.458801117615,"ok"
"assessment_time_fournier_2025_upps",2,202,"Euclidean",0.0363568777433696,27.0421385691797,1.05596431817896,18.7641928311616,166.203700604483,166.203700604483,"ok"
"assessment_time_fournier_2025_upps",2,202,"Cosine",0.228553242270873,34.5815162892304,1.33436210872129,50.3765754437518,406.573727739424,406.573727739424,"ok"
"assessment_time_fournier_2025_upps",2,202,"eDice",0.163729958155162,31.3264253115874,1.21584249092934,35.0891582836509,204.256768767173,204.256768767173,"ok"
"assessment_time_fournier_2025_upps",2,202,"Correlation",0.363288249961375,39.5503784469533,1.58038284737081,68.8602422378041,453.974819406389,453.974819406389,"ok"
"assessment_time_fournier_2025_upps",2,202,"ACE",0.242112329071442,38.8807916228874,1.42799849120044,44.3174315052935,323.520461060387,323.520461060387,"ok"
"assessment_time_fournier_2025_upps",2,202,"Original Relationality",0.0786468547046774,31.4141604580157,1.17504344196019,35.5427479633296,464.18320767078,464.18320767078,"ok"
"assessment_time_fournier_2025_upps",2,202,"Recursive Relationality",0.357237861163161,39.5411531828496,1.57369761343882,68.8302295638157,508.16058116788,508.16058116788,"ok"
"assessment_time_fournier_2025_upps",2,202,"Ensemble",0.361801904997636,39.6711331583823,1.58013893664774,69.2518079832251,491.135395061367,491.135395061367,"ok"
"assessment_time_fournier_2025_upps",3,303,"eJaccard",0.046500063312581,31.4403062107423,1.1408753185071,35.6774315836368,339.160176194318,339.160176194318,"ok"
"assessment_time_fournier_2025_upps",3,303,"Podani",0.148294060857673,37.5034260584845,1.33690610658093,61.8390314558144,314.495431292604,314.495431292604,"ok"
"assessment_time_fournier_2025_upps",3,303,"Euclidean",0.0478190143861719,27.6858808248564,1.07616256733358,13.7330057329634,182.781929488894,182.781929488894,"ok"
"assessment_time_fournier_2025_upps",3,303,"Cosine",0.228553242270873,34.5815162892304,1.33436210872129,50.3765754437518,406.573727739424,406.573727739424,"ok"
"assessment_time_fournier_2025_upps",3,303,"eDice",0.159307496136143,32.1431621922253,1.21918633131845,39.2159123177414,199.684435871348,199.684435871348,"ok"
"assessment_time_fournier_2025_upps",3,303,"Correlation",0.339604666552089,42.0206086505371,1.58254370255834,50.8193366182857,492.786967601392,492.786967601392,"ok"
"assessment_time_fournier_2025_upps",3,303,"ACE",0.201405046169978,37.5153740347399,1.38853811736936,61.8822370501249,316.835337796812,316.835337796812,"ok"
"assessment_time_fournier_2025_upps",3,303,"Original Relationality",0.0991901593621531,30.3835340862353,1.16730400505225,30.0490679135918,457.884473828966,457.884473828966,"ok"
"assessment_time_fournier_2025_upps",3,303,"Recursive Relationality",0.352949092867031,39.5078147369921,1.56796658272002,68.7216523062847,506.017815450692,506.017815450692,"ok"
"assessment_time_fournier_2025_upps",3,303,"Ensemble",0.263975061065334,38.9743074640128,1.47062097438352,66.9588452272805,424.444141964081,424.444141964081,"ok"
"autism_blotner_2025_s2_aq",1,101,"eJaccard",0.217006098795357,80.0728734559237,1.45779487718335,64.4670495431486,838.198133878965,838.198133878965,"ok"
"autism_blotner_2025_s2_aq",1,101,"Podani",0.270142391367924,77.7405494182279,1.46173454866693,61.1909099502292,740.382674111388,740.382674111388,"ok"
"autism_blotner_2025_s2_aq",1,101,"Euclidean",0.00363282283994681,57.034930258299,1.07475279231134,30.5961916701391,736.368221332279,736.368221332279,"ok"
